"tropeid";"tropename";"tropefreq";"tropelink";"tropefreq2000"
"tr20857";"Watch Out for That Tree!";16;"WatchOutForThatTree";9
"tr20858";"Watch the Paint Job";33;"WatchThePaintJob";20
"tr20859";"Watch the World Die";1;"WatchTheWorldDie";0
"tr20860";"Watch Where You're Going!";1;"WatchWhereYoureGoing";0
"tr20861";"Waterfall into the Abyss";5;"WaterfallIntoTheAbyss";5
"tr20862";"Waterfall Shower";5;"WaterfallShower";2
"tr20863";"Water-Geyser Volley";1;"WaterGeyserVolley";0
"tr20864";"Water Guns and Balloons";4;"WaterGunsAndBalloons";1
"tr20865";"Watering Down";1;"WateringDown";0
"tr20866";"Water Is Air";8;"WaterIsAir";6
"tr20867";"Water Is Dry";7;"WaterIsDry";4
"tr20868";"Watershed";1;"Watershed";0
"tr20869";"Water Source Tampering";9;"WaterSourceTampering";8
"tr20870";"Water Torture";11;"WaterTorture";5
"tr20871";"Water Tower Down";5;"WaterTowerDown";2
"tr20872";"Water Wake-up";15;"WaterWakeup";3
"tr20873";"Watsonian vs. Doylist";2;"WatsonianVersusDoylist";0
"tr20874";"Wave Motion Gun";23;"WaveMotionGun";16
"tr20875";"Wave-Motion Tuning Fork";1;"WaveMotionTuningFork";1
"tr20876";"Wave of Babies";3;"WaveOfBabies";2
"tr20877";"Waving Signs Around";4;"WavingSignsAround";2
"tr20878";"Waxing Lyrical";50;"WaxingLyrical";28
"tr20879";"Wax Museum Morgue";6;"WaxMuseumMorgue";2
"tr20880";"Wax On, Wax Off";5;"WaxOnWaxOff";4
"tr20881";"Wayback Trip";1;"WaybackTrip";0
"tr20882";"Way Past the Expiration Date";5;"WayPastTheExpirationDate";0
"tr20883";"Weak, but Skilled";15;"WeakButSkilled";12
"tr20884";"Weakened by the Light";31;"WeakenedByTheLight";19
"tr20885";"Weaker Twin Saves the Day";2;"WeakerTwinSavesTheDay";2
"tr20886";"Weakness Turns Her On";3;"WeaknessTurnsHerOn";0
"tr20887";"Weaksauce Weakness";82;"WeaksauceWeakness";43
"tr20888";"Weak to Fire";2;"WeakToFire";1
"tr20889";"Weak-Willed";7;"WeakWilled";3
"tr20890";"We All Die Someday";14;"WeAllDieSomeday";5
"tr20891";"We All Live in America";19;"WeAllLiveInAmerica";12
"tr20892";"Wealth's in a Name";4;"WealthsInAName";0
"tr20893";"Wealthy Ever After";18;"WealthyEverAfter";8
"tr20894";"Wealthy Philanthropist";4;"WealthyPhilanthropist";1
"tr20895";"Wealthy Yacht Owner";12;"WealthyYachtOwner";5
"tr20896";"Weapon Across the Shoulder";1;"WeaponAcrossTheShoulder";1
"tr20897";"Weapon for Intimidation";20;"WeaponForIntimidation";5
"tr20898";"Weaponized Animal";7;"WeaponizedAnimal";4
"tr20899";"Weaponized Ball";1;"WeaponizedBall";0
"tr20900";"Weaponized Camera";5;"WeaponizedCamera";2
"tr20901";"Weaponized Car";27;"WeaponizedCar";10
"tr20902";"Weaponized Exhaust";14;"WeaponizedExhaust";8
"tr20903";"Weaponized Headgear";10;"WeaponizedHeadgear";7
"tr20904";"Weaponized Landmark";12;"WeaponizedLandmark";9
"tr20905";"Weaponized Teleportation";4;"WeaponizedTeleportation";4
"tr20906";"Weapon Jr.";1;"WeaponJr";1
"tr20907";"Weapon of Choice";98;"WeaponOfChoice";50
"tr20908";"Weapon of Mass Destruction";18;"WeaponOfMassDestruction";12
"tr20909";"Weapon of Peace";1;"WeaponOfPeace";1
"tr20910";"Weapon of X-Slaying";1;"WeaponOfXSlaying";1
"tr20911";"Weapon Running Time";1;"WeaponRunningTime";0
"tr20912";"Weapons-Grade Vocabulary";2;"WeaponsGradeVocabulary";0
"tr20913";"Weapons That Suck";6;"WeaponsThatSuck";3
"tr20914";"Weapon Stomp";10;"WeaponStomp";6
"tr20915";"Weapons Understudies";23;"WeaponsUnderstudies";5
"tr20916";"Weapon Tombstone";2;"WeaponTombstone";0
"tr20917";"Weapon Twirling";12;"WeaponTwirling";8
"tr20918";"Weapon Wields You";2;"WeaponWieldsYou";2
"tr20919";"We Are as Mayflies";13;"WeAreAsMayflies";9
"tr20920";"We Are Everywhere";11;"WeAreEverywhere";3
"tr20921";"We Are Experiencing Technical Difficulties";12;"WeAreExperiencingTechnicalDifficulties";6
"tr20922";"We Are Not Going Through That Again";7;"WeAreNotGoingThroughThatAgain";5
"tr20923";"We ARE Struggling Together";48;"WeAREStrugglingTogether";21
"tr20924";"Wearing a Flag on Your Head";16;"WearingAFlagOnYourHead";9
"tr20925";"Weasel Co-Worker";1;"WeaselCoWorker";1
"tr20926";"Weasel Mascot";2;"WeaselMascot";1
"tr20927";"Weather-Control Machine";10;"WeatherControlMachine";3
"tr20928";"Weather Dissonance";8;"WeatherDissonance";5
"tr20929";"Weather Manipulation";5;"WeatherManipulation";3
"tr20930";"Weather of War";5;"WeatherOfwar";5
"tr20931";"Weather Report Opening";2;"WeatherReportOpening";0
"tr20932";"Weather Saves the Day";8;"WeatherSavesTheDay";4
"tr20933";"Web Animation";1;"WebAnimation";1
"tr20934";"Webcomics";1;"Webcomics";1
"tr20935";"Web First";2;"WebFirst";2
"tr20936";"Web Original";2;"WebOriginal";0
"tr20937";"Website / 
YouTube";20;"YouTube";18
"tr20938";"We Can Rebuild Him";7;"WeCanRebuildHim";3
"tr20939";"We Can Rule Together";87;"WeCanRuleTogether";43
"tr20940";"We Care";3;"WeCare";0
"tr20941";"We Come in Peace  Shoot to Kill";12;"WeComeInPeaceShootToKill";5
"tr20942";"Wedding and Engagement Tropes";1;"WeddingAndEngagementTropes";1
"tr20943";"Wedding Day";47;"WeddingDay";21
"tr20944";"Wedding Deadline";9;"WeddingDeadline";3
"tr20945";"Wedding-Enhanced Fertility";3;"WeddingEnhancedFertility";2
"tr20946";"Wedding Ring Defense";2;"WeddingRingDefense";1
"tr20947";"Wedding Ring Removal";15;"WeddingRingRemoval";10
"tr20948";"Weddings for Everyone";12;"WeddingsForEveryone";3
"tr20949";"Weddings in Japan";3;"WeddingsInJapan";2
"tr20950";"Wedding Smashers";20;"WeddingSmashers";10
"tr20951";"Wedgie";3;"Wedgie";3
"tr20952";"We Didn't Start the Führer";2;"WeDidntStartTheFuhrer";1
"tr20953";"Wedlock Block";3;"WedlockBlock";1
"tr20954";"Wed Locking";2;"WedLocking";1
"tr20955";"We Do Not Know Each Other";13;"WeDoNotKnowEachOther";3
"tr20956";"We Don't Need Roads";2;"WeDontNeedRoads";0
"tr20957";"We Do the Impossible";4;"WeDoTheImpossible";1
"tr20958";"Weekend Inventor";1;"WeekendInventor";1
"tr20959";"We Gotta Stop Meeting Like This";1;"WeGottaStopMeetingLikeThis";0
"tr20960";"We Hardly Knew Ye";33;"WeHardlyKnewYe";19
"tr20961";"We Have Become Complacent";10;"WeHaveBecomeComplacent";7
"tr20962";"We Have Been Researching Phlebotinum for Years";8;"WeHaveBeenResearchingPhlebotinumForYears";7
"tr20963";"We Have Forgotten the Phlebotinum";2;"WeHaveForgottenThePhlebotinum";0
"tr20964";"We Have Reserves";59;"WeHaveReserves";33
"tr20965";"We Have the Keys";4;"WeHaveTheKeys";1
"tr20966";"We Have to Get the Bullet Out";14;"WeHaveToGetTheBulletOut";7
"tr20967";"We Have Ways of Making You Talk";8;"WeHaveWaysOfMakingYouTalk";4
"tr20968";"We Help the Helpless";5;"WeHelpTheHelpless";2
"tr20969";"Weight and Switch";2;"WeightAndSwitch";0
"tr20970";"Weighted Gloves";1;"WeightedGloves";0
"tr20971";"Weight Woe";14;"WeightWoe";11
"tr20972";"We Interrupt This Program";1;"WeInterruptThisProgram";0
"tr20973";"\"Weird Al\" Effect";4;"WeirdAlEffect";0
"tr20974";"Weird Aside";1;"WeirdAside";0
"tr20975";"Weird Beard";2;"WeirdBeard";2
"tr20976";"Weird Crossover";2;"WeirdCrossover";0
"tr20977";"Weird Currency";1;"WeirdCurrency";0
"tr20978";"Weirder Than Usual";2;"WeirderThanUsual";2
"tr20979";"Weird Historical War";5;"WeirdHistoricalWar";5
"tr20980";"Weird Moon";18;"WeirdMoon";12
"tr20981";"Weirdness Censor";40;"WeirdnessCensor";25
"tr20982";"Weirdness Magnet";11;"WeirdnessMagnet";2
"tr20983";"Weirdness Search and Rescue";2;"WeirdnessSearchAndRescue";1
"tr20984";"Weird Science";2;"WeirdScience";0
"tr20985";"Weird Sun";1;"WeirdSun";0
"tr20986";"Weird Trade Union";8;"WeirdTradeUnion";3
"tr20987";"Weird Weather";3;"WeirdWeather";0
"tr20988";"Weird West";11;"WeirdWest";6
"tr20989";"We Just Need to Wait for Rescue";3;"WeJustNeedToWaitForRescue";0
"tr20990";"Welcome Back, Traitor";1;"WelcomeBackTraitor";0
"tr20991";"Welcomed to the Masquerade";5;"WelcomedToTheMasquerade";4
"tr20992";"Welcome Episode";6;"WelcomeEpisode";1
"tr20993";"Welcome to Corneria";1;"WelcomeToCorneria";1
"tr20994";"Welcome to Hell";11;"WelcomeToHell";3
"tr20995";"Welcome to My World";3;"WelcomeToMyWorld";3
"tr20996";"Welcome to the Big City";12;"WelcomeToTheBigCity";7
"tr20997";"Welcome to the Caribbean, Mon!";6;"WelcomeToTheCaribbeanMon";0
"tr20998";"Welcoming Song";9;"WelcomingSong";1
"tr20999";"Weld the Lock";5;"WeldTheLock";2
"tr21000";"\"Well Done, Dad!\" Guy";6;"WellDoneDadGuy";6
"tr21001";"\"Well Done, Son!\" Guy";235;"WellDoneDaughterGal";147
"tr21002";"Well, Excuse Me, Princess!";13;"WellExcuseMePrincess";2
"tr21003";"Well-Intentioned Extremist";236;"TheEndJustifiesTheMeans";152
"tr21004";"Well-Intentioned Replacement";1;"WellIntentionedReplacement";0
"tr21005";"We'll See About That";3;"WellSeeAboutThat";3
"tr21006";"Well, This Is Not That Trope";7;"WellThisIsNotThatTrope";6
"tr21007";"We Meet Again";4;"WeMeetAgain";2
"tr21008";"We Named the Monkey \"Jack\"";10;"WeNamedTheMonkeyJack";3
"tr21009";"Wendigo";4;"Wendigo";2
"tr21010";"We Need a Distraction";78;"WeNeedADistraction";43
"tr21011";"We Need to Get Proof";2;"WeNeedToGetProof";1
"tr21012";"Went to the Great X in the Sky";2;"WentToTheGreatXInTheSky";0
"tr21013";"We Only Have One Chance";2;"WeOnlyHaveOneChance";0
"tr21014";"Weredragon";1;"WereDragon";0
"tr21015";"We're Still Relevant, Dammit!";12;"WereStillRelevantDammit";7
"tr21016";"Werewolf";1;"Werewolf";1
"tr21017";"Werewolf Theme Naming";4;"WerewolfThemeNaming";4
"tr21018";"We Sell Everything";3;"WeSellEverything";1
"tr21019";"We Should Get Another Tape";1;"WeShouldGetAnotherTape";1
"tr21020";"Western Animation";3;"WesternAnimation";1
"tr21021";"Western Animation / 
Donald Duck";5;"DonaldDuck";0
"tr21022";"Western Animation / 
Mickey Mouse";14;"MickeyMouse";1
"tr21023";"Western Animation of the 2010s";5;"WesternAnimationOfThe2010s";4
"tr21024";"Western Characters";1;"WesternCharacters";1
"tr21025";"Western Samurai";5;"WesternSamurai";5
"tr21026";"Western Terrorists";40;"WesternTerrorists";18
"tr21027";"Western Zodiac";1;"WesternZodiac";0
"tr21028";"Westminster Chimes";6;"WestminsterChimes";1
"tr21029";"Wet Blanket Wife";9;"WetBlanketWife";3
"tr21030";"Wet Cement Gag";2;"WetCementGag";1
"tr21031";"Wet-for-Dry";2;"WetForDry";1
"tr21032";"Wet Sari Scene";1;"WetSariScene";1
"tr21033";"Wetware Body";3;"WetwareBody";2
"tr21034";"Wetware CPU";5;"WetwareCPU";2
"tr21035";"We Used to Be Friends";74;"WeUsedToBeFriends";40
"tr21036";"We've Got Company";2;"WeveGotCompany";1
"tr21037";"We Wait";1;"WeWait";0
"tr21038";"We Want Our Jerk Back";8;"WeWantOurJerkBack";4
"tr21039";"We Were Rehearsing a Play";1;"WeWereRehearsingAPlay";1
"tr21040";"We Will All Fly in the Future";3;"WeWillAllFlyInTheFuture";2
"tr21041";"We Will Have Euthanasia in the Future";4;"WeWillHaveEuthanasiaInTheFuture";1
"tr21042";"We Will Have Perfect Health in the Future";7;"WeWillHavePerfectHealthInTheFuture";4
"tr21043";"We Will Meet Again";24;"WeWillMeetAgain";11
"tr21044";"We Will Not Have Pockets in the Future";3;"WeWillNotHavePocketsInTheFuture";0
"tr21045";"We Will Not Use Photoshop in the Future";4;"WeWillNotUsePhotoshopInTheFuture";2
"tr21046";"We Will Not Use Stage Make-Up in the Future";1;"WeWillNotUseStageMakeupInTheFuture";0
"tr21047";"We Will Use Manual Labor in the Future";13;"WeWillUseManualLaborInTheFuture";7
"tr21048";"We Will Use WikiWords in the Future";4;"WeWillUseWikiWordsInTheFuture";0
"tr21049";"We Will Wear Armor in the Future";3;"WeWillWearArmorInTheFuture";1
"tr21050";"We Win... Because You Didn't";5;"WeWinBecauseYouDidnt";2
"tr21051";"We Work Well Together";1;"WeWorkWellTogether";0
"tr21052";"We Would Have Told You, But...";2;"WeWouldHaveToldYouBut";0
"tr21053";"Wham Episode";26;"WhamEpisode";16
"tr21054";"Wham Line";583;"WhamLine";318
"tr21055";"Whammy Bid";6;"WhammyBid";1
"tr21056";"Wham Shot";249;"WhamShot";166
"tr21057";"What a Drag";14;"WhatADrag";5
"tr21058";"What an Idiot!";106;"WhatanIdiot";40
"tr21059";"What a Piece of Junk";37;"WhatAPieceOfJunk";8
"tr21060";"What Are Records?";6;"WhatAreRecords";2
"tr21061";"What Are You in For?";19;"WhatAreYouInFor";7
"tr21062";"What a Senseless Waste of Human Life";13;"WhatASenselessWasteOfHumanLife";2
"tr21063";"What Beautiful Eyes!";25;"WhatBeautifulEyes";17
"tr21064";"What Could Have Been";104;"WhatCouldHaveBeen";47
"tr21065";"What Could Possibly Go Wrong?";47;"WhatCouldPossiblyGoWrong";19
"tr21066";"What Did I Do Last Night?";38;"WhatDidIDoLastNight";14
"tr21067";"What Did You Expect When You Named It ____?";10;"WhatDidYouExpectWhenYouNamedIt";5
"tr21068";"What Does She See in Him?";44;"WhatDoesHeSeeInHer";20
"tr21069";"What Does This Button Do?";16;"WhatDoesThisButtonDo";12
"tr21070";"\"What Do They Fear?\" Episode";2;"WhatDoTheyFearEpisode";2
"tr21071";"What Do You Mean, It's for Kids?";17;"WhatDoYouMeanItsForKids";7
"tr21072";"What Do You Mean, It's Not Didactic?";9;"WhatDoYouMeanItsNotDidactic";2
"tr21073";"What Do You Mean, It's Not for Kids?";19;"WhatDoYouMeanItsNotForKids";8
"tr21074";"What Do You Mean, It's Not Political?";6;"WhatDoYouMeanItsNotPolitical";5
"tr21075";"What Do You Mean, It Wasn't Made on Drugs?";11;"WhatDoYouMeanItWasntMadeOnDrugs";2
"tr21076";"Whateversaurus";2;"Whateversaurus";2
"tr21077";"What, Exactly, Is His Job?";13;"WhatExactlyIsHisJob";3
"tr21078";"What Happened to Mommy?";1;"WhatHappenedToMommy";1
"tr21079";"What Happened to the Mouse?";896;"WhateverHappenedToTheMouse";432
"tr21080";"What Have I Become?";17;"WhatHaveIBecome";5
"tr21081";"What Have We Ear?";5;"WhatHaveWeEar";3
"tr21082";"What Have You Done for Me Lately?";2;"WhatHaveYouDoneForMeLately";1
"tr21083";"What He Said";2;"WhatHeSaid";1
"tr21084";"What If?";12;"WhatIf";9
"tr21085";"What If the Baby Is Like Me?";3;"WhatIfTheBabyIsLikeMe";1
"tr21086";"What Is Evil?";10;"WhatIsEvil";0
"tr21087";"What Is Going On?";2;"WhatIsGoingOn";1
"tr21088";"What Is One Man's Life in Comparison?";4;"WhatIsOneMansLifeInComparison";3
"tr21089";"What Is This Feeling?";4;"WhatIsThisFeeling";2
"tr21090";"What Is This Thing You Call \"Love\"?";37;"WhatIsThisThingYouCallLove";12
"tr21091";"What Is This, X?";1;"WhatIsThisX";0
"tr21092";"What Kind of Lame Power Is Heart, Anyway?";15;"WhatKindOfLamePowerisHeartAnyway";12
"tr21093";"What Measure Is a Humanoid?";1;"WhatMeasureIsAHumanoid";1
"tr21094";"What Measure Is a Mook?";54;"WhatMeasureIsaMook";31
"tr21095";"What Measure Is a Non-Badass?";2;"WhatMeasureIsANonBadass";0
"tr21096";"What Measure Is a Non-Cute?";44;"WhatMeasureIsANonCute";27
"tr21097";"What Measure Is a Non-Human?";62;"WhatMeasureIsANonhuman";41
"tr21098";"\"What Now?\" Ending";20;"WhatNowEnding";8
"tr21099";"What's a Henway?";7;"Henway";4
"tr21100";"What's an X Like You Doing in a Y Like This?";11;"WhatsAnXLikeYouDoingInAYLikeThis";1
"tr21101";"What's He Got That I Ain't Got?!";2;"WhatsHeGotThatIAintGot";0
"tr21102";"What's in It for Me?";3;"WhatsInItForMe";1
"tr21103";"What Song Was This Again?";4;"WhatSongWasThisAgain";1
"tr21104";"What's Up, King Dude?";6;"WhatsUpKingDude";2
"tr21105";"What the Fu Are You Doing?";15;"WhatTheFuAreYouDoing";8
"tr21106";"What the Heck Is an Aglet?";1;"WhatTheHeckIsAnAglet";0
"tr21107";"What the Hell Are You?";14;"WhatAreYou";12
"tr21108";"What the Hell, Hero?";552;"WhatTheHellHero";288
"tr21109";"What the Hell Is That Accent?";76;"WhatTheHellIsThatAccent";35
"tr21110";"What the Romans Have Done for Us";1;"WhatTheRomansHaveDoneForUs";0
"tr21111";"What We Now Know to Be True";5;"WhatWeNowKnowToBeTrue";1
"tr21112";"What Were They Selling Again?";2;"WhatWereTheySellingAgain";0
"tr21113";"What Were You Thinking?";13;"WhatWereYouThinking";6
"tr21114";"What Would X Do?";12;"WhatWouldXDo";11
"tr21115";"What Year Is This?";21;"WhatYearIsIt";11
"tr21116";"What You Are in the Dark";114;"WhatYouAreInTheDark";62
"tr21117";"Wheelchair Antics";2;"WheelChairAntics";1
"tr21118";"Wheelchair Woobie";1;"WheelchairWoobie";1
"tr21119";"Wheel of Decisions";1;"WheelOfDecisions";0
"tr21120";"Wheel o' Feet";4;"WheelOFeet";1
"tr21121";"Wheel of Pain";4;"WheelOfPain";1
"tr21122";"When All You Have Is a Hammer...";26;"WhenAllYouHaveIsAHammer";15
"tr21123";"When Dimensions Collide";6;"WhenDimensionsCollide";2
"tr21124";"When Elders Attack";7;"WhenEldersAttack";4
"tr21125";"When Harry Met Svetlana";6;"WhenHarryMetSvetlana";2
"tr21126";"\"When I'm Gone\" Song";4;"WhenImGoneSong";3
"tr21127";"When It All Began";3;"WhenItAllBegan";1
"tr21128";"When It Rains, It Pours";6;"WhenItRainsItPours";1
"tr21129";"When I Was Your Age...";7;"WhenIWasYourAge";5
"tr21130";"When Life Gives You Lemons...";3;"WhenLifeGivesYouLemons";3
"tr21131";"When Props Attack";4;"WhenPropsAttack";0
"tr21132";"When She Smiles";36;"WhenSheSmiles";21
"tr21133";"When the Clock Strikes Twelve";49;"WhenTheClockStrikesTwelve";13
"tr21134";"When the Planets Align";6;"WhenThePlanetsAlign";3
"tr21135";"When Things Spin, Science Happens";19;"WhenThingsSpinScienceHappens";11
"tr21136";"When Trees Attack";24;"WhenTreesAttack";17
"tr21137";"When You Coming Home, Dad?";32;"WhenYouComingHomeDad";17
"tr21138";"When You Snatch the Pebble";17;"WhenYouSnatchThePebble";8
"tr21139";"\"Where Are They Now?\" Epilogue";212;"WhereAreTheyNow";138
"tr21140";"Where Da White Women At?";61;"WhereDaWhiteWomenAt";31
"tr21141";"Where Did We Go Wrong?";11;"WhereDidWeGoWrong";3
"tr21142";"Where Does He Get All Those Wonderful Toys?";25;"WhereDoesHeGetAllThoseWonderfulToys";15
"tr21143";"Where Do You Think You Are?";7;"WhereDoYouThinkYouAre";3
"tr21144";"Where Everybody Knows Your Flame";17;"WhereEverybodyKnowsYourFlame";3
"tr21145";"Where Is Your X Now?";4;"WhereIsYourXNow";4
"tr21146";"Where It All Began";31;"WhereItAllBegan";25
"tr21147";"Where I Was Born and Razed";5;"WhereIWasBornAndRazed";5
"tr21148";"Where No Parody Has Gone Before";1;"WhereNoParodyHasGoneBefore";0
"tr21149";"Where's My Gun?";1;"WheresMyGun";1
"tr21150";"Where's the Fun in That?";4;"WheresTheFunInThat";2
"tr21151";"Where's the Kaboom?";14;"WheresTheKaboom";5
"tr21152";"Where the Hell Is Springfield?";66;"WhereTheHellIsSpringfield";29
"tr21153";"Where There's a Will, There's a Sticky Note";4;"WhereTheresAWillTheresAStickyNote";2
"tr21154";"Where Were You Last Night?";3;"WhereWereYouLastNight";1
"tr21155";"\"Where? Where?\"";1;"WhereWhere";1
"tr21156";"Which Me?";5;"WhichMe";3
"tr21157";"\"Which Restroom\" Dilemma";2;"WhichRestroomDilemma";0
"tr21158";"While Rome Burns";24;"WhileRomeBurns";7
"tr21159";"While You Were in Diapers";15;"WhileYouWereInDiapers";4
"tr21160";"Whip It Good";44;"WhipItGood";15
"tr21161";"Whip Pan";9;"WhipPan";3
"tr21162";"Whip Sword";5;"WhipSword";5
"tr21163";"White and Grey Morality";36;"GreyAndWhiteMorality";29
"tr21164";"White Anglo-Saxon Protestant";23;"WhiteAngloSaxonProtestant";10
"tr21165";"White Bunny";6;"WhiteBunny";1
"tr21166";"White Collar Crime";14;"WhiteCollarCrime";8
"tr21167";"White Collar Worker";6;"WhiteCollarWorker";1
"tr21168";"White Dude, Black Dude";5;"WhiteDudeBlackDude";4
"tr21169";"White-Dwarf Starlet";44;"WhiteDwarfStarlet";17
"tr21170";"White Flag";6;"WhiteFlag";2
"tr21171";"White Gang-Bangers";9;"WhiteGangbangers";3
"tr21172";"White Gloves";1;"WhiteGloves";0
"tr21173";"White Glove Test";1;"WhiteGloveTest";0
"tr21174";"White Guilt";4;"WhiteGuilt";1
"tr21175";"White Hair, Black Heart";11;"WhiteHairBlackHeart";6
"tr21176";"Whitehall";1;"Whitehall";1
"tr21177";"White Like Me";3;"WhiteLikeMe";2
"tr21178";"White Magic";3;"WhiteMagic";0
"tr21179";"White Male Lead";22;"WhiteMaleLead";14
"tr21180";"White Man's Burden";27;"WhiteMansBurden";14
"tr21181";"White Mask of Doom";17;"WhiteMaskOfDoom";9
"tr21182";"White Sheep";15;"WhiteSheep";2
"tr21183";"White Shirt of Death";36;"WhiteShirtOfDeath";27
"tr21184";"White Stallion";14;"WhiteStallion";10
"tr21185";"White Void Room";12;"WhiteVoidRoom";9
"tr21186";"White Wolves Are Special";1;"WhiteWolvesAreSpecial";0
"tr21187";"Who Are You?";16;"WhoAreYou";7
"tr21188";"Who Dares?";5;"WhoDares";2
"tr21189";"Whodunnit to Me?";6;"WhodunnitToMe";1
"tr21190";"Who Even Needs a Brain?";5;"WhoEvenNeedsABrain";3
"tr21191";"Who Is Driving?";10;"WhoIsDriving";7
"tr21192";"Whole Costume Reference";15;"WholeCostumeReference";11
"tr21193";"Whole Episode Flashback";17;"WholeEpisodeFlashback";4
"tr21194";"Whole Plot Reference";103;"WholePlotReference";54
"tr21195";"Wholesome Crossdresser";66;"WholesomeCrossdresser";29
"tr21196";"Who Murdered the Asshole?";5;"WhoMurderedTheAsshole";2
"tr21197";"Who Names Their Kid \"Dude\"?";56;"WhoNamesTheirKidDude";32
"tr21198";"Who Needs Enemies?";2;"WhoNeedsEnemies";1
"tr21199";"Who Needs Overtime?";7;"WhoNeedsOvertime";0
"tr21200";"Who Needs Their Whole Body?";12;"WhoNeedsTheirWholeBody";5
"tr21201";"Whoopi Epiphany Speech";6;"WhoopiEpiphanySpeech";2
"tr21202";"Whooshing Credits";3;"WhooshingCredits";0
"tr21203";"Who Shot JFK?";25;"WhoShotJFK";10
"tr21204";"Who's Laughing Now?";34;"WhosLaughingNow";16
"tr21205";"Who's on First?";47;"WhosOnFirst";21
"tr21206";"Who's Watching the Store?";4;"WhosWatchingTheStore";0
"tr21207";"Who's Your Daddy?";17;"WhosYourDaddy";7
"tr21208";"Who Wants to Live Forever?";34;"WhoWantsToLiveForever";25
"tr21209";"Who Watches the Watchmen?";9;"WhoWatchesTheWatchmen";5
"tr21210";"Who Wears Short Shorts?";33;"WhoWearsShortShorts";22
"tr21211";"Who Will Bell the Cat?";4;"WhoWillBellTheCat";1
